page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,2019-01 pi,2019-01 pv,2019-02 pi,2019-02 pv,2019-03 pi,2019-03 pv,2019-04 pi,2019-04 pv,2019-05 pi,2019-05 pv,2019-06 pi,2019-06 pv,2019-07 pi,2019-07 pv,2019-08 pi,2019-08 pv,2019-09 pi,2019-09 pv,2019-10 pi,2019-10 pv
einwohnerdichte-2016-umweltatlas-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,23,18
berliner-wasserbetriebe-wasseranalysedaten-der-wasserwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,48,56,50,25,24,46,37,33,33,23,23,38,31,25,21,15,12,21,18,17,12,20,17,13,13,9,8,28,21,23,21,19,15,22,19,17,17,18,17,19,19,15,15,27,20,23,22
berlin-um-1800-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,8,23,20
wohnlagenkarte-nach-adressen-zum-berliner-mietspiegel-2019-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,14,13,23,17
wohnatlas-2019-daten-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,11,9,22,20
adressen-kindertagespflegestellen-steglitz-zehlendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,26,63,48,24,18,5,4,2,2,13,10,5,4,20,19,5,5,2,2,2,2,2,2,26,20,10,8,5,5,10,7,17,11,13,11,1,1,41,33,28,21,25,24,9,7,5,5,20,18,17,16,21,19,3,3,15,13,7,7,2,2,22,20
atkis%C2%AE-dgm-1m-rasterweite-atom-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,18,15,21,17
verschenken-statt-wegwerfen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75,49,44,23,21,23,18,8,7,38,34,66,60,30,29,78,61,60,52,16,12,15,14,10,9,15,13,19,17,22,20,10,8,14,8,5,4,11,11,8,7,21,17,11,9,3,3,11,10,1,1,35,33,14,12,11,11,23,23,13,12,10,10,7,7,40,38,30,29,13,13,27,23,12,12,21,19
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsr%C3%A4umen-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,18,16,19,18,10,9,17,17,21,16
liste-der-h%C3%A4ufigen-vornamen-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,,,1,1,,,,,59,40,172,144,5575,4767,486,442,370,335,282,260,295,267,236,214,245,233,251,225,267,237,246,222,346,307,229,203,221,199,128,111,128,112,91,85,118,104,112,100,52,46,83,68,80,68,84,72,89,81,65,58,50,43,35,26,66,55,17,14,20,18,20,18,20,19,21,16
aufgrabeverbote-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,20,20
postleitzahlen-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,8,20,19
einwohnerregister-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,38,74,64,51,47,30,28,22,20,13,12,12,12,9,9,13,9,13,12,17,15,8,7,19,14,1,1,5,5,5,5,6,6,6,5,9,8,5,5,20,14
berlin-um-1750-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,8,20,20
flurst%C3%BCcke-im-inspire-datenmodell-atom-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,11,10,19,19
hauskoordinaten-als-teildatenbestand-adressen-berlin-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,16,15,19,15
stra%C3%9Fenbefahrung-2014-hydrant-wfs-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,18,15,18,16
vbb-linienfarben-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35,52,50,38,37,42,39,39,37,60,50,23,22,13,12,19,18,10,9,13,13,21,19,10,10,10,10,18,16
lebensweltlich-orientierte-r%C3%A4ume-lor-berlin,82,70,43,36,71,61,44,32,47,41,25,25,56,50,56,46,36,25,41,33,34,31,37,33,50,41,36,29,57,51,55,49,40,36,32,28,39,29,37,32,33,31,37,33,29,25,52,41,33,28,91,70,102,85,58,44,28,26,26,23,46,44,22,18,36,30,42,37,36,34,29,26,28,26,21,17,21,19,28,26,36,32,18,16,28,24,31,27,31,30,76,57,59,52,22,20,35,33,28,25,33,31,46,36,31,29,37,34,48,41,40,36,27,25,33,31,39,34,49,41,24,23,36,34,42,35,25,21,26,25,22,21,30,23,40,28,14,13,23,19,25,18,24,22,28,21,24,22,25,24,26,23,33,30,21,19,18,15
mokib-modulare-kita-bauten-f%C3%BCr-berlin-wfs-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,6,17,17
tourismuszahlen-berlin-januar-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,9,8,17,17,15,12,27,23,18,15,17,15,14,14,22,20,16,15,27,26,14,14,13,13,20,18,10,10,11,10,17,13
wohnlagen-zum-berliner-mietspiegel-2019-wfs-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,17,13
sozialstatistisches-berichtswesen-berlin-monatsstatistiken-zu-den-empf%C3%A4ngerinnen-und-3,,,,,,,,,,,,,,,,,,,,,6,6,13,13,2,2,34,26,9,8,3,3,1,1,5,4,9,9,5,5,3,3,5,4,,,6,5,6,6,8,7,5,4,1,1,6,6,3,3,3,3,10,8,8,6,4,4,12,10,5,5,13,13,8,8,3,2,2,2,13,12,7,7,3,3,,,,,,,8,8,13,12,14,11,18,16,17,14,13,13,23,16,4,4,3,3,,,,,,,4,2,1,1,6,6,2,2,40,35,18,18,30,29,36,33,31,27,51,47,21,21,48,39,27,26,27,27,35,32,25,23,25,24,17,17,22,20,6,6,17,16
geometrien-der-wahlkreise-f%C3%BCr-die-abgeordnetenhauswahl-berlin-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,51,29,24,26,19,35,30,45,38,44,39,31,22,19,17,22,15,35,33,47,45,144,125,6,6,4,4,10,6,8,6,4,4,6,5,60,55,40,32,17,15,20,18,7,7,18,16,6,6,10,9,6,4,5,5,3,3,3,3,2,2,6,6,8,5,7,6,3,3,,,5,5,1,1,1,1,5,5,12,8,14,14,6,5,9,9,8,6,10,10,13,9,13,9,17,15
zuwendungsdatenbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,42,11,10,33,29,21,16,45,40,22,22,13,9,40,28,56,44,37,31,29,23,8,6,7,7,7,6,16,14,9,9,7,5,14,12,10,7,12,9,6,6,8,7,46,38,24,23,14,13,48,39,31,27,16,14,12,11,16,15,24,20,11,11,15,12,20,18,30,29,28,25,25,16,18,15,60,46,23,19,38,33,16,16,11,10,63,51,27,27,34,27,18,16,13,13,23,19,8,8,30,26,17,16,22,18,33,30,22,21,30,25,18,17,30,25,18,17,21,18,22,17,16,14
bezirksamtsbeschl%C3%BCsse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,51,37,21,16,34,25,11,8,10,9,12,7,32,28,27,16,1,1,4,4,8,8,13,11,10,8,2,1,27,18,9,9,6,6,1,1,17,16,16,16,8,6,3,3,8,6,2,2,2,2,1,1,3,3,16,12,13,12,7,5,19,15,1,1,21,18,5,5,3,3,4,4,6,4,3,3,4,4,1,1,30,25,9,8,4,4,4,4,4,4,25,21,6,5,3,3,5,4,2,2,15,14,4,3,16,12,10,10,4,4,6,6,1,1,9,9,20,18,15,12,8,7,12,10,3,3,16,12
blockkarte-1-5000-isu5-raumbezug-umweltatlas-2015-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,6,16,15
alkis-berlin-flurst%C3%BCcke-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,21,20,15,15
einwohnerinnen-und-einwohner-berlin-lor-planungsr%c3%a4umen-nach-wohndauer-am-31122018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,18,16,23,20,11,9,12,10,15,13
liste-der-badestellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,35,26,3,3,5,4,5,4,2,2,11,11,139,108,79,62,70,42,19,13,12,12,16,9,38,32,5,4,15,12,4,3,17,11,11,8,5,5,59,48,79,73,84,73,80,50,19,17,8,8,2,2,21,17,5,4,25,16,36,30,34,27,19,12,50,42,26,22,11,9,15,14,13,12,6,6,10,10,33,28,8,8,23,20,14,14,84,66,137,120,33,26,33,29,15,14
preisblatt-anschluss-niederspannung-berlin,,,,,2,2,3,2,1,1,1,1,1,1,,,,,,,,,,,,,1,1,,,2,2,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,4,4,1,1,1,1,1,1,2,2,4,4,1,1,2,2,1,1,2,2,2,1,3,3,,,,,,,4,4,1,1,3,3,1,1,2,2,4,3,2,2,2,2,3,3,4,3,2,2,6,5,8,4,2,2,14,13,17,16,10,7,11,10,6,6,13,12,12,12,15,15,12,11,15,12
atkis-denkmalschutzrecht-fl%C3%A4che-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13
umsatz-und-besch%C3%A4ftigte-des-einzelhandels-berlin-und-brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,16,16,2,2,21,20,8,7,6,6,8,5,11,10,15,14,7,7,7,7,11,8,9,9,7,7,3,3,5,5,6,4,3,3,11,10,14,12
baumbestand-berlin-anlagenb%C3%A4ume-sachdaten-zur-karte-wfs-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,14,20,19,23,21,20,19,14,13,14,13,27,20,8,8,9,8,14,11
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsr%C3%A4umen-am-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,12,11,11,11,11,11,19,17,14,11
atkis-bahnverkehr-fl%C3%A4che-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,14,14
geometrien-der-wahlbezirke-f%C3%BCr-die-europawahl-2019-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,79,141,106,76,66,240,184,255,212,1630,1447,138,123,25,25,29,26,14,12,14,12
atkis-bahnverkehrsanlage-punkte-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,4,14,12
brandenburger-stra%C3%9Fen-und-volksfeste-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,4,4,2,2,3,3,3,3,8,8,14,14
alkis-berlin-amtliches-liegenschaftskatasterinformationssystem-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,1,14,13
liste-der-verbannten-buecher,,,,,,,23,17,11,4,5,3,8,7,28,10,26,19,13,8,,,,,,,,,,,3,2,,,1,1,9,6,12,8,4,3,8,8,4,4,,,3,2,,,,,,,1,1,2,2,2,2,10,4,5,5,2,2,1,1,6,5,2,2,6,4,8,3,6,5,,,3,3,5,4,6,5,,,2,2,,,2,2,1,1,1,1,2,2,4,3,4,4,1,1,1,1,,,,,1,1,7,4,34,25,15,15,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,10,5,14,11
st%C3%A4dtebauliche-dichte-grundfl%C3%A4chenzahl-grz-2015-umweltatlas-wms-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,8,13,10
verlauf-der-berliner-mauer-1989-hinterlandmauer-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,1,,,1,1,5,4,1,1,11,7,5,5,18,11,6,6,4,3,6,5,6,5,4,3,2,2,13,4,4,3,2,1,8,7,13,9
berliner-stra%C3%9Fen-und-volksfeste-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,95,74,40,38,38,37,41,36,25,24,21,18,13,11
berlin-um-1880-atom-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,16,14,13,12
liste-der-stolpersteine-berlin,,,,,31,26,121,99,42,39,69,57,79,62,83,69,46,32,54,37,46,39,46,41,65,61,37,33,45,39,73,57,39,37,33,28,44,38,25,23,19,15,49,43,34,33,41,38,33,27,27,23,24,23,25,24,13,13,23,22,28,23,25,23,18,18,25,21,31,27,56,46,59,53,75,67,50,44,46,39,36,36,40,34,53,45,58,49,27,25,37,35,35,29,45,43,48,44,56,45,26,25,32,28,41,34,22,21,45,38,57,54,34,33,36,31,38,36,42,39,44,35,38,32,47,42,23,22,25,22,25,22,40,35,72,61,25,23,35,28,24,24,32,30,13,13,20,18,18,17,24,22,15,13,16,14,13,13
lebensweltlich-orientierte-r%C3%A4ume-im-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,188,62,13,12
digitale-topographische-karte-1-50-000-dtk50-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,13,12
energieverbrauchs%C3%BCbersicht-bezirklicher-geb%C3%A4ude-2017-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,16,14,5,4,4,4,9,8,8,6,17,14,10,9,13,10
berlin-um-1986-atom-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,6,13,13
behindertenparkpl%C3%A4tze-im-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,18,12,26,19,13,12,12,12
alkis-berlin-bauwerke-linien-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,11,11,12,11
14-radrouten-und-radverkehrsanlagen-gps-tracks-f%C3%BCr-die-radrouten-durch-berlin,79,74,113,101,114,102,90,83,96,91,49,44,37,35,24,21,19,19,45,36,37,34,59,47,99,71,82,71,63,53,84,77,133,121,66,59,67,42,27,24,20,19,30,29,35,34,31,27,38,37,70,63,67,51,72,60,45,37,59,47,36,30,25,20,24,22,40,26,53,35,40,37,59,51,98,79,93,78,65,58,76,59,56,44,33,30,12,12,5,5,41,36,20,20,36,34,33,31,39,35,37,36,51,50,57,52,41,36,23,21,18,17,7,3,30,26,23,23,24,19,39,34,58,54,33,30,30,25,30,28,20,16,38,36,6,6,24,19,18,16,14,13,31,22,32,29,41,34,11,10,23,21,23,21,27,17,12,11
volkswirtschaftliche-gesamtrechnungen-berlin-und-brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,8,6,3,3,2,2,2,2,12,12,5,4,7,6,5,5,4,3,8,5,4,4,5,5,20,17,12,12
luftbilder-1928-ma%C3%9Fstab-14-000-wms-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,12,10
prim%C3%A4renergieverbrauch-nach-energietr%C3%A4gern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,2,,,,,,,3,3,1,1,2,2,3,3,,,2,1,,,,,,,2,1,1,1,1,1,,,11,11,12,12
atkis-landwirtschaft-fl%C3%A4che-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,11
